p_val avg_log2FC pct.1 pct.2 p_val_adj cluster gene
258 1.37734584326065e-127 2.60615741644007 0.297 0.054 2.16628954228035e-123 2 Psapl1
259 8.31562139104352e-125 1.69427570003383 0.538 0.181 1.30788093238332e-120 2 L1cam
260 5.77088482998994e-124 1.70242874527149 0.467 0.137 9.07644766060817e-120 2 Ndrg2
261 1.17543719218289e-122 1.9603788602514 0.308 0.059 1.84872761586526e-118 2 Rab7b
262 9.66543720931463e-121 1.80371610103169 0.488 0.144 1.52017996428101e-116 2 Flrt2
263 1.16637328638455e-119 2.24285043951716 0.39 0.1 1.83447190482563e-115 2 Hpgds
264 1.05926960696918e-118 2.94900899025099 0.286 0.053 1.66601923784113e-114 2 Chit1
265 1.46726925318524e-115 1.84408474811324 0.256 0.041 2.30772108140975e-111 2 St6galnac1
266 1.73290386331964e-114 1.97918486207068 0.439 0.128 2.72551119622913e-110 2 Map2k6
267 1.95207593073296e-112 1.6198971626396 0.602 0.237 3.0702250238568e-108 2 Ankrd6
268 7.34226810542943e-112 2.55605423736574 0.262 0.046 1.15479192762194e-107 2 Prr5l
269 2.97279247125464e-111 1.80146551790725 0.46 0.14 4.6756079987893e-107 2 Tshz3
270 7.26686382103785e-111 1.66661917483873 0.464 0.145 1.14293234177283e-106 2 Tmeff1
271 1.1295453487892e-109 1.61886456041052 0.715 0.34 1.77654892457566e-105 2 Ghr
272 4.85507415969742e-109 1.61319626406485 0.344 0.081 7.6360606383721e-105 2 Fermt3
273 7.85601389491195e-109 2.23711113975217 0.276 0.052 1.23559386539175e-104 2 Sox15
274 1.23743306416324e-108 1.58822697563566 0.461 0.14 1.94623472331595e-104 2 Cyp3a13
275 7.72142793424891e-107 2.17991080912078 0.499 0.176 1.21442618549867e-102 2 Gpc3
276 1.27714343750082e-106 1.73038037405485 0.387 0.104 2.00869119850129e-102 2 Mgll
277 1.27500905545573e-101 1.61192285450028 0.314 0.072 2.00533424242078e-97 2 Ikzf3
278 2.54563994859876e-100 1.87813289605203 0.318 0.075 4.00378251115613e-96 2 Ces1b
279 4.01914327332986e-100 1.58179931110657 0.55 0.218 6.32130854029321e-96 2 Cdon
280 5.7283014069469e-100 1.79784207411094 0.36 0.095 9.00947245284608e-96 2 Trim7
281 1.50266465627479e-96 1.74388471569624 0.705 0.374 2.36339097138898e-92 2 Krt13
282 2.8347937121294e-94 1.84458720432472 0.344 0.094 4.45856355043712e-90 2 Fabp6
283 1.36689165378714e-93 1.65018950246241 0.36 0.099 2.14984719307641e-89 2 H60c
284 8.52263301731122e-91 1.85095534219644 0.304 0.075 1.34043972096271e-86 2 Tprg
285 2.40022128707359e-88 1.91162916270769 0.304 0.077 3.77506804030934e-84 2 Cpe
286 3.14072594135141e-86 1.60316803187512 0.363 0.108 4.9397337605575e-82 2 Grtp1
287 1.04738952558652e-85 1.73237058226257 0.269 0.061 1.64733424584247e-81 2 Cyp27a1
288 6.12549692370973e-85 2.16204288618704 0.266 0.062 9.63418156161066e-81 2 Kcnj2
289 7.38994043434958e-85 1.9793263581674 0.254 0.055 1.1622898315145e-80 2 Hsd17b2
290 2.19687833827655e-84 1.94119473746268 0.256 0.057 3.45525025044135e-80 2 BC016579
291 1.16959383225604e-80 1.63793174819249 0.327 0.093 1.8395371793723e-76 2 Mmp28
292 8.05020253627539e-78 1.6219012224076 0.434 0.158 1.26613585490539e-73 2 Klhl29
293 4.35287951271664e-77 2.13132402677942 0.273 0.07 6.84620889760073e-73 2 D630045J12Rik
